"day_only","platform","cum_messages","person","type"
2021-02-14,"Instagram",142,"Geert Wilders (PVV)","Number of Messages"
2021-02-15,"Instagram",145,"Geert Wilders (PVV)","Number of Messages"
2021-02-16,"Instagram",145,"Geert Wilders (PVV)","Number of Messages"
2021-02-17,"Instagram",145,"Geert Wilders (PVV)","Number of Messages"
2021-02-18,"Instagram",146,"Geert Wilders (PVV)","Number of Messages"
2021-02-19,"Instagram",146,"Geert Wilders (PVV)","Number of Messages"
2021-02-20,"Instagram",147,"Geert Wilders (PVV)","Number of Messages"
2021-02-21,"Instagram",150,"Geert Wilders (PVV)","Number of Messages"
2021-02-22,"Instagram",151,"Geert Wilders (PVV)","Number of Messages"
2020-08-14,"Twitter",2,"Geert Wilders (PVV)","Number of Messages"
2020-08-15,"Twitter",8,"Geert Wilders (PVV)","Number of Messages"
2020-08-16,"Twitter",13,"Geert Wilders (PVV)","Number of Messages"
2020-08-17,"Twitter",19,"Geert Wilders (PVV)","Number of Messages"
2020-08-18,"Twitter",20,"Geert Wilders (PVV)","Number of Messages"
2020-08-19,"Twitter",31,"Geert Wilders (PVV)","Number of Messages"
2020-08-20,"Twitter",35,"Geert Wilders (PVV)","Number of Messages"
2020-08-21,"Twitter",38,"Geert Wilders (PVV)","Number of Messages"
2020-08-22,"Twitter",41,"Geert Wilders (PVV)","Number of Messages"
2020-08-23,"Twitter",46,"Geert Wilders (PVV)","Number of Messages"
2020-08-24,"Twitter",52,"Geert Wilders (PVV)","Number of Messages"
2020-08-25,"Twitter",53,"Geert Wilders (PVV)","Number of Messages"
2020-08-26,"Twitter",56,"Geert Wilders (PVV)","Number of Messages"
2020-08-27,"Twitter",57,"Geert Wilders (PVV)","Number of Messages"
2020-08-28,"Twitter",61,"Geert Wilders (PVV)","Number of Messages"
2020-08-29,"Twitter",62,"Geert Wilders (PVV)","Number of Messages"
2020-08-30,"Twitter",66,"Geert Wilders (PVV)","Number of Messages"
2020-08-31,"Twitter",69,"Geert Wilders (PVV)","Number of Messages"
2020-09-01,"Twitter",73,"Geert Wilders (PVV)","Number of Messages"
2020-09-02,"Twitter",83,"Geert Wilders (PVV)","Number of Messages"
2020-09-03,"Twitter",85,"Geert Wilders (PVV)","Number of Messages"
2020-09-04,"Twitter",95,"Geert Wilders (PVV)","Number of Messages"
2020-09-05,"Twitter",98,"Geert Wilders (PVV)","Number of Messages"
2020-09-06,"Twitter",106,"Geert Wilders (PVV)","Number of Messages"
2020-09-07,"Twitter",109,"Geert Wilders (PVV)","Number of Messages"
2020-09-08,"Twitter",116,"Geert Wilders (PVV)","Number of Messages"
2020-09-09,"Twitter",123,"Geert Wilders (PVV)","Number of Messages"
2020-09-10,"Twitter",127,"Geert Wilders (PVV)","Number of Messages"
2020-09-11,"Twitter",132,"Geert Wilders (PVV)","Number of Messages"
2020-09-12,"Twitter",137,"Geert Wilders (PVV)","Number of Messages"
2020-09-13,"Twitter",138,"Geert Wilders (PVV)","Number of Messages"
2020-09-14,"Twitter",140,"Geert Wilders (PVV)","Number of Messages"
2020-09-15,"Twitter",146,"Geert Wilders (PVV)","Number of Messages"
2020-09-16,"Twitter",153,"Geert Wilders (PVV)","Number of Messages"
2020-09-17,"Twitter",166,"Geert Wilders (PVV)","Number of Messages"
2020-09-18,"Twitter",179,"Geert Wilders (PVV)","Number of Messages"
2020-09-19,"Twitter",182,"Geert Wilders (PVV)","Number of Messages"
2020-09-20,"Twitter",184,"Geert Wilders (PVV)","Number of Messages"
2020-09-21,"Twitter",191,"Geert Wilders (PVV)","Number of Messages"
2020-09-22,"Twitter",197,"Geert Wilders (PVV)","Number of Messages"
2020-09-23,"Twitter",203,"Geert Wilders (PVV)","Number of Messages"
2020-09-24,"Twitter",209,"Geert Wilders (PVV)","Number of Messages"
2020-09-25,"Twitter",214,"Geert Wilders (PVV)","Number of Messages"
2020-09-26,"Twitter",215,"Geert Wilders (PVV)","Number of Messages"
2020-09-27,"Twitter",217,"Geert Wilders (PVV)","Number of Messages"
2020-09-28,"Twitter",221,"Geert Wilders (PVV)","Number of Messages"
2020-09-29,"Twitter",226,"Geert Wilders (PVV)","Number of Messages"
2020-09-30,"Twitter",233,"Geert Wilders (PVV)","Number of Messages"
2020-10-01,"Twitter",237,"Geert Wilders (PVV)","Number of Messages"
2020-10-02,"Twitter",240,"Geert Wilders (PVV)","Number of Messages"
2020-10-03,"Twitter",245,"Geert Wilders (PVV)","Number of Messages"
2020-10-04,"Twitter",248,"Geert Wilders (PVV)","Number of Messages"
2020-10-05,"Twitter",253,"Geert Wilders (PVV)","Number of Messages"
2020-10-06,"Twitter",257,"Geert Wilders (PVV)","Number of Messages"
2020-10-07,"Twitter",262,"Geert Wilders (PVV)","Number of Messages"
2020-10-08,"Twitter",270,"Geert Wilders (PVV)","Number of Messages"
2020-10-09,"Twitter",276,"Geert Wilders (PVV)","Number of Messages"
2020-10-10,"Twitter",278,"Geert Wilders (PVV)","Number of Messages"
2020-10-11,"Twitter",288,"Geert Wilders (PVV)","Number of Messages"
2020-10-12,"Twitter",291,"Geert Wilders (PVV)","Number of Messages"
2020-10-13,"Twitter",294,"Geert Wilders (PVV)","Number of Messages"
2020-10-14,"Twitter",303,"Geert Wilders (PVV)","Number of Messages"
2020-10-15,"Twitter",308,"Geert Wilders (PVV)","Number of Messages"
2020-10-16,"Twitter",311,"Geert Wilders (PVV)","Number of Messages"
2020-10-17,"Twitter",312,"Geert Wilders (PVV)","Number of Messages"
2020-10-18,"Twitter",318,"Geert Wilders (PVV)","Number of Messages"
2020-10-19,"Twitter",324,"Geert Wilders (PVV)","Number of Messages"
2020-10-20,"Twitter",328,"Geert Wilders (PVV)","Number of Messages"
2020-10-21,"Twitter",335,"Geert Wilders (PVV)","Number of Messages"
2020-10-22,"Twitter",340,"Geert Wilders (PVV)","Number of Messages"
2020-10-23,"Twitter",346,"Geert Wilders (PVV)","Number of Messages"
2020-10-24,"Twitter",348,"Geert Wilders (PVV)","Number of Messages"
2020-10-25,"Twitter",356,"Geert Wilders (PVV)","Number of Messages"
2020-10-26,"Twitter",358,"Geert Wilders (PVV)","Number of Messages"
2020-10-27,"Twitter",372,"Geert Wilders (PVV)","Number of Messages"
2020-10-28,"Twitter",384,"Geert Wilders (PVV)","Number of Messages"
2020-10-29,"Twitter",387,"Geert Wilders (PVV)","Number of Messages"
2020-10-30,"Twitter",394,"Geert Wilders (PVV)","Number of Messages"
2020-10-31,"Twitter",400,"Geert Wilders (PVV)","Number of Messages"
2020-11-01,"Twitter",405,"Geert Wilders (PVV)","Number of Messages"
2020-11-02,"Twitter",416,"Geert Wilders (PVV)","Number of Messages"
2020-11-03,"Twitter",429,"Geert Wilders (PVV)","Number of Messages"
2020-11-04,"Twitter",441,"Geert Wilders (PVV)","Number of Messages"
2020-11-05,"Twitter",449,"Geert Wilders (PVV)","Number of Messages"
2020-11-06,"Twitter",451,"Geert Wilders (PVV)","Number of Messages"
2020-11-07,"Twitter",455,"Geert Wilders (PVV)","Number of Messages"
2020-11-08,"Twitter",461,"Geert Wilders (PVV)","Number of Messages"
2020-11-09,"Twitter",464,"Geert Wilders (PVV)","Number of Messages"
2020-11-10,"Twitter",472,"Geert Wilders (PVV)","Number of Messages"
2020-11-11,"Twitter",479,"Geert Wilders (PVV)","Number of Messages"
2020-11-12,"Twitter",490,"Geert Wilders (PVV)","Number of Messages"
2020-11-13,"Twitter",495,"Geert Wilders (PVV)","Number of Messages"
2020-11-14,"Twitter",501,"Geert Wilders (PVV)","Number of Messages"
2020-11-15,"Twitter",508,"Geert Wilders (PVV)","Number of Messages"
2020-11-16,"Twitter",513,"Geert Wilders (PVV)","Number of Messages"
2020-11-17,"Twitter",517,"Geert Wilders (PVV)","Number of Messages"
2020-11-18,"Twitter",526,"Geert Wilders (PVV)","Number of Messages"
2020-11-19,"Twitter",530,"Geert Wilders (PVV)","Number of Messages"
2020-11-20,"Twitter",533,"Geert Wilders (PVV)","Number of Messages"
2020-11-21,"Twitter",541,"Geert Wilders (PVV)","Number of Messages"
2020-11-22,"Twitter",546,"Geert Wilders (PVV)","Number of Messages"
2020-11-23,"Twitter",549,"Geert Wilders (PVV)","Number of Messages"
2020-11-24,"Twitter",552,"Geert Wilders (PVV)","Number of Messages"
2020-11-25,"Twitter",555,"Geert Wilders (PVV)","Number of Messages"
2020-11-26,"Twitter",558,"Geert Wilders (PVV)","Number of Messages"
2020-11-27,"Twitter",561,"Geert Wilders (PVV)","Number of Messages"
2020-11-28,"Twitter",565,"Geert Wilders (PVV)","Number of Messages"
2020-11-29,"Twitter",567,"Geert Wilders (PVV)","Number of Messages"
2020-11-30,"Twitter",569,"Geert Wilders (PVV)","Number of Messages"
2020-12-01,"Twitter",570,"Geert Wilders (PVV)","Number of Messages"
2020-12-02,"Twitter",575,"Geert Wilders (PVV)","Number of Messages"
2020-12-03,"Twitter",578,"Geert Wilders (PVV)","Number of Messages"
2020-12-04,"Twitter",580,"Geert Wilders (PVV)","Number of Messages"
2020-12-05,"Twitter",583,"Geert Wilders (PVV)","Number of Messages"
2020-12-06,"Twitter",585,"Geert Wilders (PVV)","Number of Messages"
2020-12-07,"Twitter",588,"Geert Wilders (PVV)","Number of Messages"
2020-12-08,"Twitter",596,"Geert Wilders (PVV)","Number of Messages"
2020-12-09,"Twitter",609,"Geert Wilders (PVV)","Number of Messages"
2020-12-10,"Twitter",615,"Geert Wilders (PVV)","Number of Messages"
2020-12-11,"Twitter",619,"Geert Wilders (PVV)","Number of Messages"
2020-12-12,"Twitter",621,"Geert Wilders (PVV)","Number of Messages"
2020-12-13,"Twitter",623,"Geert Wilders (PVV)","Number of Messages"
2020-12-14,"Twitter",624,"Geert Wilders (PVV)","Number of Messages"
2020-12-15,"Twitter",632,"Geert Wilders (PVV)","Number of Messages"
2020-12-16,"Twitter",633,"Geert Wilders (PVV)","Number of Messages"
2020-12-17,"Twitter",646,"Geert Wilders (PVV)","Number of Messages"
2020-12-18,"Twitter",652,"Geert Wilders (PVV)","Number of Messages"
2020-12-19,"Twitter",654,"Geert Wilders (PVV)","Number of Messages"
2020-12-20,"Twitter",662,"Geert Wilders (PVV)","Number of Messages"
2020-12-21,"Twitter",666,"Geert Wilders (PVV)","Number of Messages"
2020-12-22,"Twitter",674,"Geert Wilders (PVV)","Number of Messages"
2020-12-23,"Twitter",678,"Geert Wilders (PVV)","Number of Messages"
2020-12-24,"Twitter",684,"Geert Wilders (PVV)","Number of Messages"
2020-12-25,"Twitter",687,"Geert Wilders (PVV)","Number of Messages"
2020-12-26,"Twitter",688,"Geert Wilders (PVV)","Number of Messages"
2020-12-27,"Twitter",692,"Geert Wilders (PVV)","Number of Messages"
2020-12-28,"Twitter",696,"Geert Wilders (PVV)","Number of Messages"
2020-12-29,"Twitter",697,"Geert Wilders (PVV)","Number of Messages"
2020-12-30,"Twitter",702,"Geert Wilders (PVV)","Number of Messages"
2020-12-31,"Twitter",707,"Geert Wilders (PVV)","Number of Messages"
2021-01-01,"Twitter",709,"Geert Wilders (PVV)","Number of Messages"
2021-01-02,"Twitter",713,"Geert Wilders (PVV)","Number of Messages"
2021-01-03,"Twitter",714,"Geert Wilders (PVV)","Number of Messages"
2021-01-04,"Twitter",717,"Geert Wilders (PVV)","Number of Messages"
2021-01-05,"Twitter",725,"Geert Wilders (PVV)","Number of Messages"
2021-01-06,"Twitter",727,"Geert Wilders (PVV)","Number of Messages"
2021-01-07,"Twitter",730,"Geert Wilders (PVV)","Number of Messages"
2021-01-08,"Twitter",736,"Geert Wilders (PVV)","Number of Messages"
2021-01-09,"Twitter",744,"Geert Wilders (PVV)","Number of Messages"
2021-01-10,"Twitter",750,"Geert Wilders (PVV)","Number of Messages"
2021-01-11,"Twitter",758,"Geert Wilders (PVV)","Number of Messages"
2021-01-12,"Twitter",760,"Geert Wilders (PVV)","Number of Messages"
2021-01-13,"Twitter",767,"Geert Wilders (PVV)","Number of Messages"
2021-01-14,"Twitter",771,"Geert Wilders (PVV)","Number of Messages"
2021-01-15,"Twitter",776,"Geert Wilders (PVV)","Number of Messages"
2021-01-16,"Twitter",778,"Geert Wilders (PVV)","Number of Messages"
2021-01-17,"Twitter",781,"Geert Wilders (PVV)","Number of Messages"
2021-01-18,"Twitter",784,"Geert Wilders (PVV)","Number of Messages"
2021-01-19,"Twitter",796,"Geert Wilders (PVV)","Number of Messages"
2021-01-20,"Twitter",799,"Geert Wilders (PVV)","Number of Messages"
2021-01-21,"Twitter",814,"Geert Wilders (PVV)","Number of Messages"
2021-01-22,"Twitter",816,"Geert Wilders (PVV)","Number of Messages"
2021-01-23,"Twitter",818,"Geert Wilders (PVV)","Number of Messages"
2021-01-24,"Twitter",823,"Geert Wilders (PVV)","Number of Messages"
2021-01-25,"Twitter",835,"Geert Wilders (PVV)","Number of Messages"
2021-01-26,"Twitter",842,"Geert Wilders (PVV)","Number of Messages"
2021-01-27,"Twitter",852,"Geert Wilders (PVV)","Number of Messages"
2021-01-28,"Twitter",855,"Geert Wilders (PVV)","Number of Messages"
2021-01-29,"Twitter",857,"Geert Wilders (PVV)","Number of Messages"
2021-01-30,"Twitter",862,"Geert Wilders (PVV)","Number of Messages"
2021-01-31,"Twitter",870,"Geert Wilders (PVV)","Number of Messages"
2021-02-01,"Twitter",873,"Geert Wilders (PVV)","Number of Messages"
2021-02-02,"Twitter",874,"Geert Wilders (PVV)","Number of Messages"
2021-02-03,"Twitter",877,"Geert Wilders (PVV)","Number of Messages"
2021-02-04,"Twitter",886,"Geert Wilders (PVV)","Number of Messages"
2021-02-05,"Twitter",891,"Geert Wilders (PVV)","Number of Messages"
2021-02-06,"Twitter",894,"Geert Wilders (PVV)","Number of Messages"
2021-02-07,"Twitter",897,"Geert Wilders (PVV)","Number of Messages"
2021-02-08,"Twitter",908,"Geert Wilders (PVV)","Number of Messages"
2021-02-09,"Twitter",916,"Geert Wilders (PVV)","Number of Messages"
2021-02-10,"Twitter",919,"Geert Wilders (PVV)","Number of Messages"
2021-02-11,"Twitter",920,"Geert Wilders (PVV)","Number of Messages"
2021-02-12,"Twitter",925,"Geert Wilders (PVV)","Number of Messages"
2021-02-13,"Twitter",930,"Geert Wilders (PVV)","Number of Messages"
2021-02-14,"Twitter",943,"Geert Wilders (PVV)","Number of Messages"
2021-02-15,"Twitter",955,"Geert Wilders (PVV)","Number of Messages"
2021-02-16,"Twitter",967,"Geert Wilders (PVV)","Number of Messages"
2021-02-17,"Twitter",969,"Geert Wilders (PVV)","Number of Messages"
2021-02-18,"Twitter",982,"Geert Wilders (PVV)","Number of Messages"
2021-02-19,"Twitter",988,"Geert Wilders (PVV)","Number of Messages"
2021-02-20,"Twitter",993,"Geert Wilders (PVV)","Number of Messages"
2021-02-21,"Twitter",1003,"Geert Wilders (PVV)","Number of Messages"
2021-02-22,"Twitter",1007,"Geert Wilders (PVV)","Number of Messages"
2020-08-14,"Facebook",0,"Geert Wilders (PVV)","Number of Shares"
2020-08-15,"Facebook",15535,"Geert Wilders (PVV)","Number of Shares"
2020-08-16,"Facebook",16629,"Geert Wilders (PVV)","Number of Shares"
2020-08-17,"Facebook",17550,"Geert Wilders (PVV)","Number of Shares"
2020-08-18,"Facebook",18096,"Geert Wilders (PVV)","Number of Shares"
2020-08-19,"Facebook",46635,"Geert Wilders (PVV)","Number of Shares"
2020-08-20,"Facebook",47678,"Geert Wilders (PVV)","Number of Shares"
2020-08-21,"Facebook",49577,"Geert Wilders (PVV)","Number of Shares"
2020-08-22,"Facebook",49837,"Geert Wilders (PVV)","Number of Shares"
2020-08-23,"Facebook",50227,"Geert Wilders (PVV)","Number of Shares"
2020-08-24,"Facebook",51493,"Geert Wilders (PVV)","Number of Shares"
2020-08-25,"Facebook",51680,"Geert Wilders (PVV)","Number of Shares"
2020-08-26,"Facebook",51953,"Geert Wilders (PVV)","Number of Shares"
2020-08-27,"Facebook",52124,"Geert Wilders (PVV)","Number of Shares"
2020-08-28,"Facebook",54678,"Geert Wilders (PVV)","Number of Shares"
2020-08-29,"Facebook",54678,"Geert Wilders (PVV)","Number of Shares"
2020-08-30,"Facebook",55964,"Geert Wilders (PVV)","Number of Shares"
2020-08-31,"Facebook",56781,"Geert Wilders (PVV)","Number of Shares"
2020-09-01,"Facebook",57209,"Geert Wilders (PVV)","Number of Shares"
2020-09-02,"Facebook",76102,"Geert Wilders (PVV)","Number of Shares"
2020-09-03,"Facebook",78144,"Geert Wilders (PVV)","Number of Shares"
2020-09-04,"Facebook",82438,"Geert Wilders (PVV)","Number of Shares"
2020-09-05,"Facebook",82438,"Geert Wilders (PVV)","Number of Shares"
2020-09-06,"Facebook",83091,"Geert Wilders (PVV)","Number of Shares"
2020-09-07,"Facebook",85050,"Geert Wilders (PVV)","Number of Shares"
2020-09-08,"Facebook",89755,"Geert Wilders (PVV)","Number of Shares"
2020-09-09,"Facebook",100158,"Geert Wilders (PVV)","Number of Shares"
2020-09-10,"Facebook",101451,"Geert Wilders (PVV)","Number of Shares"
2020-09-11,"Facebook",105052,"Geert Wilders (PVV)","Number of Shares"
2020-09-12,"Facebook",106520,"Geert Wilders (PVV)","Number of Shares"
2020-09-13,"Facebook",106941,"Geert Wilders (PVV)","Number of Shares"
2020-09-14,"Facebook",107616,"Geert Wilders (PVV)","Number of Shares"
2020-09-15,"Facebook",111196,"Geert Wilders (PVV)","Number of Shares"
2020-09-16,"Facebook",116304,"Geert Wilders (PVV)","Number of Shares"
2020-09-17,"Facebook",124731,"Geert Wilders (PVV)","Number of Shares"
2020-09-18,"Facebook",127350,"Geert Wilders (PVV)","Number of Shares"
2020-09-19,"Facebook",128975,"Geert Wilders (PVV)","Number of Shares"
2020-09-20,"Facebook",129050,"Geert Wilders (PVV)","Number of Shares"
2020-09-21,"Facebook",131772,"Geert Wilders (PVV)","Number of Shares"
2020-09-22,"Facebook",134341,"Geert Wilders (PVV)","Number of Shares"
2020-09-23,"Facebook",135876,"Geert Wilders (PVV)","Number of Shares"
2020-09-24,"Facebook",136828,"Geert Wilders (PVV)","Number of Shares"
2020-09-25,"Facebook",137622,"Geert Wilders (PVV)","Number of Shares"
2020-09-26,"Facebook",138286,"Geert Wilders (PVV)","Number of Shares"
2020-09-27,"Facebook",143026,"Geert Wilders (PVV)","Number of Shares"
2020-09-28,"Facebook",144429,"Geert Wilders (PVV)","Number of Shares"
2020-09-29,"Facebook",146586,"Geert Wilders (PVV)","Number of Shares"
2020-09-30,"Facebook",149994,"Geert Wilders (PVV)","Number of Shares"
2020-10-01,"Facebook",150897,"Geert Wilders (PVV)","Number of Shares"
2020-10-02,"Facebook",151518,"Geert Wilders (PVV)","Number of Shares"
2020-10-03,"Facebook",154873,"Geert Wilders (PVV)","Number of Shares"
2020-10-04,"Facebook",155150,"Geert Wilders (PVV)","Number of Shares"
2020-10-05,"Facebook",157227,"Geert Wilders (PVV)","Number of Shares"
2020-10-06,"Facebook",160333,"Geert Wilders (PVV)","Number of Shares"
2020-10-07,"Facebook",163178,"Geert Wilders (PVV)","Number of Shares"
2020-10-08,"Facebook",163916,"Geert Wilders (PVV)","Number of Shares"
2020-10-09,"Facebook",165557,"Geert Wilders (PVV)","Number of Shares"
2020-10-10,"Facebook",166605,"Geert Wilders (PVV)","Number of Shares"
2020-10-11,"Facebook",168799,"Geert Wilders (PVV)","Number of Shares"
2020-10-12,"Facebook",170966,"Geert Wilders (PVV)","Number of Shares"
2020-10-13,"Facebook",173359,"Geert Wilders (PVV)","Number of Shares"
2020-10-14,"Facebook",178630,"Geert Wilders (PVV)","Number of Shares"
2020-10-15,"Facebook",180363,"Geert Wilders (PVV)","Number of Shares"
2020-10-16,"Facebook",181833,"Geert Wilders (PVV)","Number of Shares"
2020-10-17,"Facebook",182060,"Geert Wilders (PVV)","Number of Shares"
2020-10-18,"Facebook",183687,"Geert Wilders (PVV)","Number of Shares"
2020-10-19,"Facebook",187520,"Geert Wilders (PVV)","Number of Shares"
2020-10-20,"Facebook",188466,"Geert Wilders (PVV)","Number of Shares"
2020-10-21,"Facebook",190474,"Geert Wilders (PVV)","Number of Shares"
2020-10-22,"Facebook",192735,"Geert Wilders (PVV)","Number of Shares"
2020-10-23,"Facebook",195777,"Geert Wilders (PVV)","Number of Shares"
2020-10-24,"Facebook",197045,"Geert Wilders (PVV)","Number of Shares"
2020-10-25,"Facebook",198357,"Geert Wilders (PVV)","Number of Shares"
2020-10-26,"Facebook",200927,"Geert Wilders (PVV)","Number of Shares"
2020-10-27,"Facebook",206035,"Geert Wilders (PVV)","Number of Shares"
